用户ID;消费金额;首页;商品分类;商品介绍;特卖页面;搜索功能;购物车;其他;合计
U00797521;3080;4;5;12;1;1;1;1;25
U00797627;7960;8;7;14;1;1;2;0;33
U00797737;1490;5;5;12;1;1;2;0;26
U00797828;4080;3;3;6;1;1;1;0;15
U00797829;7070;15;0;41;2;15;9;4;86
U00797954;16300;10;6;46;0;3;3;0;68
U00797955;2450;9;6;12;1;0;2;1;31
U00797958;5150;7;6;11;1;2;2;0;29
U00798228;3720;3;3;8;0;1;1;0;16
U00798256;1020;9;5;13;5;1;1;1;35
U00798387;1070;7;5;14;1;1;2;0;30
U00798478;10900;7;3;26;1;9;6;1;53
U00798486;1520;7;3;10;3;1;0;0;24
U00798573;2100;8;6;34;0;0;2;1;51
U00798610;4020;6;1;7;3;0;0;1;18
U00798698;2270;4;3;9;1;0;1;0;18
U00798745;1100;4;2;5;2;0;0;0;13
U00798775;1360;13;8;55;0;1;5;0;82
U00798848;2120;8;3;7;4;1;0;1;24
U00798939;3660;9;2;27;2;9;7;1;57
U00798959;21560;6;5;12;1;1;1;0;26
U00799058;1590;3;3;8;0;1;1;1;17
U00799240;2880;6;2;20;0;6;4;1;39
U00799242;1400;4;1;6;2;0;1;0;14
U00799273;13120;6;2;20;1;6;4;1;40
U00799303;1700;3;4;9;1;0;2;0;19
U00799390;17060;10;3;41;1;10;6;2;73
U00799468;1120;6;9;14;1;1;2;1;34
U00799575;2220;10;5;47;1;1;3;1;68
U00799757;5920;6;6;15;2;2;3;0;34
U00799759;5660;8;3;31;1;10;5;1;59
U00799772;4580;5;4;11;2;1;2;0;25
U00799819;1060;3;2;7;1;1;1;1;16
U00800039;4140;4;4;10;1;1;2;0;22
U00800089;3160;7;6;18;6;0;3;1;41
U00800731;820;8;6;19;1;2;2;0;38
U00800874;6150;8;2;13;6;1;0;0;30
U00800902;5890;5;3;5;2;1;0;0;16
U00801069;3560;4;3;10;3;0;0;0;20
U00801129;2380;5;5;13;1;2;1;0;27
U00801411;2370;22;17;93;4;5;6;3;150
U00801445;10620;6;6;13;1;1;3;0;30
U00801528;20160;6;0;17;0;5;4;0;32
U00801531;3030;2;2;5;2;0;0;0;11
U00801592;1770;8;8;15;2;2;3;0;38
U00801628;9510;6;4;33;0;2;2;1;48
U00801744;11520;11;2;50;1;16;9;2;91
U00801798;840;4;3;9;2;0;0;1;19
U00801975;6760;5;0;19;0;6;4;0;34
U00801988;1330;8;7;18;2;2;2;1;40
U00802056;1370;3;4;8;1;1;1;0;18
U00802099;6400;5;2;9;3;0;1;0;20
U00802187;1610;3;1;17;0;5;2;1;29
U00802252;8820;4;2;4;2;0;1;0;13
U00802259;14800;7;8;15;1;1;1;0;33
U00802319;1320;5;6;15;1;2;3;0;32
U00802366;7750;4;4;7;1;1;1;0;18
U00802883;1400;8;4;27;1;9;6;2;57
U00803195;990;2;2;5;2;0;0;0;11
U00803203;4620;7;0;32;0;10;6;1;56
U00803226;7010;4;2;6;2;0;1;1;16
U00803276;1090;3;2;9;3;1;0;1;19
U00803308;2710;6;4;37;1;1;3;1;53
U00803315;880;5;1;7;3;0;0;0;16
U00803420;1150;10;5;12;5;1;0;1;34
U00803545;4030;4;1;20;0;6;4;0;35
U00803583;940;5;4;12;1;0;1;0;23
U00803647;5670;3;3;6;1;0;1;0;14
U00803809;5290;5;1;7;2;1;0;0;16
U00803889;1180;6;0;21;1;7;5;1;41
U00803933;7460;3;4;8;1;1;1;0;18
U00804016;8380;4;5;9;1;0;2;0;21
U00804084;1060;10;6;15;6;0;0;1;38
U00804106;13210;6;1;22;0;7;4;1;41
U00804112;4810;5;3;9;1;0;1;1;20
U00804205;32530;9;3;28;1;10;5;0;56
U00804254;4040;7;1;25;0;7;4;0;44
U00804386;1790;8;3;13;4;1;1;0;30
U00804530;12920;6;5;9;1;0;2;0;23
U00804558;1270;7;8;17;2;2;2;0;38
U00804559;3890;6;5;11;1;0;2;0;25
U00804582;1180;6;8;15;1;1;2;0;33
U00804712;1110;14;7;58;0;0;3;0;82
U00804756;9040;4;0;16;0;5;3;0;28
U00804863;2250;7;3;24;0;8;5;0;47
U00804995;1260;4;1;7;3;0;0;0;15
U00804999;1290;6;5;15;0;1;2;1;30
U00805064;9530;7;1;25;0;8;5;1;47
U00805089;24920;8;4;37;1;1;4;1;56
U00805110;9370;7;2;11;3;1;0;1;25
U00805114;9100;4;4;13;1;1;1;1;25
U00805324;1390;6;4;8;3;1;1;0;23
U00805399;1140;4;2;6;2;0;1;0;15
U00805422;9730;7;4;36;0;0;2;0;49
U00805503;13100;3;4;10;1;1;1;0;20
U00805541;1290;7;2;25;1;7;4;1;47
U00805554;5070;5;4;9;1;1;2;1;23
U00805580;1150;4;3;9;1;1;1;0;19
U00805610;6980;4;3;10;2;0;1;1;21
U00805657;1370;6;3;5;3;1;0;0;18
U00805802;2930;5;6;17;2;1;2;0;33
U00805852;970;10;14;69;3;1;6;0;103
U00806004;49150;5;1;18;0;6;4;0;34
U00806052;1460;7;6;15;1;1;3;1;34
U00806381;1350;8;3;17;6;0;2;0;36
U00806543;16930;7;7;23;2;0;3;1;43
U00806667;1330;7;4;10;4;0;2;0;27
U00806844;10990;11;4;36;2;10;7;1;71
U00806902;1440;6;3;10;3;1;0;0;23
U00806920;47080;4;4;8;0;1;1;0;18
U00807139;10800;11;5;42;0;2;2;1;63
U00807302;1270;3;2;5;2;0;1;0;13
U00807367;12730;4;4;9;1;0;1;1;20
U00807822;4830;7;7;16;1;2;2;0;35
U00807838;1490;7;8;12;4;1;0;0;32
U00807900;1410;6;0;21;0;6;3;1;37
U00807916;14180;16;12;73;1;2;4;3;111
U00808011;980;8;5;35;1;2;2;0;53
U00808077;5470;8;7;15;2;2;2;1;37
U00808102;2130;6;7;13;2;1;1;0;30
U00808158;1090;3;4;11;1;0;1;0;20
U00808181;3300;4;4;11;1;1;1;0;22
U00808368;1430;6;4;12;1;1;1;1;26
U00808464;10440;3;4;7;1;1;1;0;17
U00808539;82080;4;2;19;0;6;3;1;35
U00808583;3090;3;4;9;1;0;2;0;19
U00808639;1070;5;0;21;1;7;5;0;39
U00808671;950;4;4;10;4;0;0;0;22
U00808707;8190;4;3;7;0;1;1;0;16
U00808827;2800;3;2;6;2;0;0;0;13
U00808904;2480;5;2;6;3;0;1;1;18
U00808963;4270;18;11;66;2;0;5;0;102
U00809016;1090;5;1;20;1;6;3;0;36
U00809018;13010;14;7;45;0;2;4;1;73
U00809148;1260;6;3;8;3;1;0;0;21
U00809174;3900;4;1;7;4;0;1;0;17
U00809193;42760;4;5;8;1;1;1;0;20
U00809204;1220;4;2;4;1;1;0;0;12
U00809410;19600;4;1;18;0;6;3;1;33
U00809524;2030;8;4;33;1;1;2;0;49
U00809656;2290;8;3;8;3;0;1;2;25
U00809712;1070;7;5;12;1;1;1;0;27
U00809884;1200;8;6;18;1;2;2;0;37
U00809960;1630;5;6;12;1;1;2;0;27
U00810003;1770;3;1;4;2;0;1;0;11
U00810550;2790;7;5;14;1;1;2;1;31
U00810648;1070;8;1;28;1;10;4;2;54
U00810678;1010;2;2;5;2;0;0;0;11
U00810814;7610;2;2;6;2;0;1;0;13
U00811096;2200;9;4;39;0;2;3;1;58
U00811229;14860;12;4;34;1;12;6;1;70
U00811263;14960;14;7;51;1;2;4;1;80
U00811310;8140;5;4;11;1;1;2;0;24
U00811566;9090;3;3;9;1;1;1;0;18
U00811694;11410;7;8;19;1;2;3;0;40
U00811705;7880;5;5;11;2;2;2;0;27
U00812178;3220;8;1;30;1;9;5;0;54
U00812232;15380;6;1;25;0;8;5;1;46
U00812327;1540;7;7;16;3;1;2;1;37
U00812391;980;7;3;7;4;0;0;0;21
U00812499;910;6;3;14;5;1;1;0;30
U00812514;8770;4;2;24;1;7;4;1;43
U00812610;1340;5;1;17;0;5;3;1;32
U00812628;14790;3;4;8;1;0;1;0;17
U00812785;1420;7;5;15;1;1;2;0;31
U00812812;3320;4;4;9;1;1;1;0;20
U00812947;1050;20;0;48;2;14;8;0;92
U00813004;1500;6;5;10;1;1;3;0;26
U00813163;1080;9;7;15;7;1;0;0;39
U00813171;1040;9;4;36;0;8;8;1;66
U00813242;1410;4;0;6;2;1;0;0;13
U00813252;2240;5;4;13;2;1;2;1;28
U00813536;2320;4;5;9;1;0;2;0;21
U00813608;3490;7;7;15;2;3;3;0;37
U00813771;10350;7;0;28;1;9;5;1;51
U00813894;1310;16;11;74;1;3;3;0;108
U00813903;6930;8;0;40;1;11;8;2;70
U00814056;51140;11;7;41;1;1;4;1;66
U00814081;4750;6;3;9;4;0;2;0;24
U00814193;1860;15;9;60;2;3;5;1;95
U00814335;1470;7;4;13;0;0;2;1;27
U00814393;1320;5;3;10;1;1;1;0;21
U00814440;1560;5;3;6;3;0;0;1;18
U00814558;4860;4;3;7;3;1;0;0;18
U00814750;2570;7;2;10;4;0;0;0;23
U00814833;26470;5;0;17;1;6;3;1;33
U00814838;3730;4;1;9;3;0;1;0;18
U00814909;6580;10;10;25;2;1;4;1;53
U00814970;1850;8;4;29;1;10;5;2;59
U00815194;5420;5;0;19;1;6;3;1;35
U00815490;2880;3;3;8;0;1;1;1;17
U00815513;3070;7;5;37;1;1;2;1;54
U00815525;2110;6;0;23;0;8;5;1;43
U00815650;1860;5;7;15;1;1;2;1;32
U00815679;1800;3;1;6;2;0;0;0;12
U00815742;1910;4;5;11;2;2;1;0;25
U00815889;2740;7;7;16;2;2;3;0;37
U00815995;1790;7;9;17;1;1;3;0;38
U00816098;7940;4;1;4;2;0;0;0;11
U00816109;11210;6;1;20;1;5;4;1;38
U00816352;13890;4;3;8;0;1;1;0;17
U00816488;3220;5;6;15;1;1;2;0;30
U00816497;1960;3;1;7;2;0;1;1;15
U00816550;4030;7;3;28;1;9;5;2;55
U00816597;2270;9;9;21;1;1;4;2;47
U00816652;12430;5;1;8;2;0;0;0;16
U00816767;1800;7;1;24;1;7;4;0;44
U00816787;4010;6;0;24;1;8;4;1;44
U00816797;1100;7;0;27;0;7;5;0;46
U00816884;2220;3;1;5;2;0;1;0;12
U00816885;1020;5;8;17;0;2;3;0;35
U00816922;2840;4;4;9;1;1;2;0;21
U00817127;33860;9;0;27;2;8;6;2;54
U00817130;3880;5;5;12;1;2;2;1;28
U00817141;2540;5;2;7;2;0;1;1;18
U00817358;10200;9;1;33;0;9;6;0;58
U00817691;1500;12;4;56;1;3;4;0;80
U00817748;8270;5;3;9;3;0;0;1;21
U00817895;2910;3;4;8;1;1;2;0;19
U00817993;13200;5;8;15;1;1;2;1;33
U00818039;2040;7;4;35;0;1;3;0;50
U00818079;2600;5;4;9;0;0;2;0;20
U00818165;1120;4;3;10;2;1;2;0;22
U00818264;7900;9;1;36;0;11;7;2;66
U00818334;7340;17;12;76;1;1;4;3;114
U00818482;1190;8;11;18;2;2;3;1;45
U00818555;1140;12;10;59;0;2;5;0;88
U00818625;1780;16;8;62;3;3;5;2;99
U00818630;1570;6;4;9;2;2;2;1;26
U00818655;1290;6;2;9;3;0;1;0;21
U00818742;7500;4;3;7;1;1;1;0;17
U00818768;1690;4;2;5;2;0;0;0;13
U00818881;2200;9;1;32;0;11;6;2;61
U00818888;1350;6;5;15;1;2;1;0;30
U00819090;6820;11;12;28;2;1;5;3;62
U00819376;1030;4;2;7;2;0;1;0;16
U00819396;2040;3;0;20;0;7;4;0;34
U00819657;10110;7;2;23;0;7;5;0;44
U00819792;18960;5;4;11;1;1;1;1;24
U00819816;4260;9;3;18;5;0;1;1;37
U00819884;2270;8;6;33;1;1;3;1;53
U00819890;950;6;2;7;3;0;1;1;20
U00820031;1140;9;5;15;6;0;1;0;36
U00820246;1950;12;8;59;0;3;4;1;87
U00820289;3450;5;3;31;2;10;5;0;56
U00820500;2000;6;8;17;1;1;2;2;37
U00820571;4940;15;9;65;1;3;3;0;96
U00820661;3610;4;4;9;1;0;1;0;19
U00820662;1100;3;2;5;2;1;0;0;13
U00820828;28690;5;1;21;0;7;5;1;40
U00820907;2490;3;3;7;0;1;1;0;15
U00820976;2830;4;5;10;1;1;2;0;23
U00821095;1210;6;6;11;2;1;2;0;28
U00821226;102070;6;1;24;0;8;5;1;45
U00821259;1070;8;2;10;3;0;2;0;25
U00821301;3120;5;0;18;0;6;3;1;33
U00821376;2360;4;6;9;0;1;1;0;21
U00821624;2760;15;14;79;2;3;3;1;117
U00821730;7910;6;0;25;1;8;6;2;48
U00821834;1990;3;4;8;1;1;1;0;18
U00822020;1140;26;4;90;3;1;7;2;133
U00822062;3150;6;1;19;0;6;4;1;37
U00822064;3430;3;1;6;2;0;0;0;12
U00822169;7850;20;15;90;2;4;7;4;142
U00822178;4320;4;6;12;1;0;2;0;25
U00822201;2110;4;5;9;1;0;1;0;20
U00822220;1730;3;4;10;1;0;2;0;20
U00822360;6380;4;2;6;2;1;0;0;15
U00822403;2470;3;4;8;1;1;1;0;18
U00822435;3840;5;1;9;2;0;0;0;17
U00822562;6920;4;3;8;1;0;2;0;18
U00822618;950;6;1;18;0;5;3;1;34
U00822694;1240;5;6;12;0;2;1;0;26
U00822939;1410;3;3;5;2;1;0;0;14
U00822945;2900;5;5;10;1;1;1;1;24
U00823121;1470;4;4;9;1;0;1;0;19
U00823122;6270;3;4;8;1;1;1;0;18
U00823143;24740;5;0;20;1;6;5;1;38
U00823385;2950;6;0;20;0;6;4;1;37
U00823508;15970;7;7;14;1;1;2;1;33
U00823520;4190;11;9;49;1;1;3;1;75
U00823610;4840;7;4;11;4;1;1;0;28
U00823773;1020;5;3;8;1;0;2;0;19
U00823810;3890;7;1;7;3;1;0;1;20
U00824013;13980;7;5;15;2;1;1;0;31
U00824031;1990;4;1;6;2;0;0;0;13
U00824219;14140;3;5;8;1;1;1;1;20
U00824287;5400;10;7;44;2;2;4;1;70
U00824462;6180;10;9;21;1;2;2;0;45
U00824544;1960;8;2;28;1;10;5;1;55
U00824557;1070;5;4;8;1;0;0;0;18
U00824580;7500;12;3;39;0;11;7;1;73
U00824622;1380;3;2;4;1;0;1;0;11
U00824632;1200;7;4;9;3;1;1;1;26
U00824719;1210;3;3;7;1;1;1;0;16
U00824728;1050;8;8;18;0;2;4;0;40
U00824944;5640;8;8;36;0;2;3;1;58
U00825011;4630;7;8;13;1;2;3;1;35
U00825052;2220;3;6;13;1;1;3;1;28
U00825100;17900;4;0;16;0;4;3;1;28
U00825154;1130;5;4;12;1;1;2;0;25
U00825227;960;5;2;8;2;1;1;0;19
U00825328;1730;6;5;11;1;1;1;0;25
U00825412;4100;6;5;13;1;1;3;1;30
U00825490;13660;11;3;34;1;12;7;2;70
U00825575;6350;4;5;12;2;1;2;0;26
U00825698;2650;8;0;33;0;12;6;1;60
U00825823;8040;4;1;17;0;5;3;1;31
U00825901;1340;5;6;10;0;1;2;1;25
U00825915;1040;9;5;13;5;1;2;0;35
U00826068;1150;5;3;10;1;1;1;0;21
U00826085;41300;7;6;12;1;1;2;0;29
U00826118;11880;3;3;7;1;1;2;0;17
U00826165;960;9;0;53;0;16;10;5;93
U00826196;1170;11;10;52;0;3;3;0;79
U00826571;1680;10;1;11;4;1;2;0;29
U00826662;1410;3;4;8;1;0;1;0;17
U00826699;1750;5;0;28;1;8;5;0;47
U00826797;1030;8;5;16;2;1;2;1;35
U00826935;1160;5;1;9;2;1;0;1;19
U00826959;2830;5;2;7;3;1;0;0;18
U00827031;1580;7;4;9;3;1;0;0;24
U00827086;1990;4;4;11;1;0;1;1;22
U00827235;4680;7;4;43;3;14;7;2;80
U00827260;2090;17;6;59;1;3;5;1;92
U00827360;4160;3;4;9;1;1;1;0;19
U00827610;1490;4;0;17;0;5;3;1;30
U00827710;5360;3;1;5;2;0;0;0;11
U00827792;23340;6;5;10;1;1;2;1;26
U00828022;5340;9;4;42;2;12;7;2;78
U00828356;3220;6;3;12;2;2;2;1;28
U00828414;1160;5;5;11;1;1;2;0;25
U00828473;25950;7;9;16;1;0;2;0;35
U00828562;1070;8;3;10;2;1;0;1;25
U00828570;7600;7;0;26;1;7;5;1;47
U00828660;6460;4;1;34;0;9;7;2;57
U00828684;10660;10;7;47;0;2;4;0;70
U00828707;2530;4;4;9;1;1;2;0;21
U00828790;1910;7;6;35;0;0;3;0;51
U00828841;1570;5;4;11;1;1;2;0;24
U00828975;1290;5;8;12;1;1;2;1;30
U00829178;9170;3;3;7;1;0;1;0;15
U00829698;14600;5;3;11;0;1;1;0;21
U00829778;20790;11;2;37;1;12;8;2;73
U00829784;3510;5;1;8;3;0;0;0;17
U00829841;2290;6;6;16;2;0;3;0;33
U00829874;19630;10;5;39;1;2;2;1;60
U00829967;3020;6;6;16;2;1;3;1;35
U00829999;10370;10;12;24;0;1;4;2;53
U00830023;10460;6;7;37;1;2;3;0;56
U00830179;3950;3;4;5;1;0;0;0;13
U00830656;1080;5;3;8;3;1;0;0;20
U00830702;3320;8;4;7;2;0;0;0;21
U00830717;1270;4;1;6;2;1;1;0;15
U00830749;1120;4;1;7;2;0;0;0;14
U00830785;2570;7;3;32;1;1;3;1;48
U00830827;11040;9;4;44;1;3;3;0;64
U00830855;1320;3;3;9;1;1;2;0;19
U00830960;1500;7;0;25;1;7;4;1;45
U00831058;9900;6;0;28;0;11;6;2;53
U00831224;15420;10;6;45;1;1;2;1;66
U00831225;8980;10;1;34;0;11;6;2;64
U00831277;5390;4;5;11;1;1;1;1;24
U00831291;4660;6;2;5;3;0;0;0;16
U00831302;2090;6;3;10;1;0;3;0;23
U00831360;1300;3;1;6;2;0;0;0;12
U00831406;1300;6;0;23;1;6;4;1;41
U00831460;4500;3;1;5;2;0;0;0;11
U00831784;6130;3;3;6;1;1;1;0;15
U00831816;5520;7;1;23;1;7;5;1;45
U00831895;2150;5;3;9;4;1;0;0;22
U00831960;950;21;15;94;1;4;6;1;142
U00832126;41520;8;6;13;2;1;3;0;33
U00832152;39460;12;2;47;2;14;10;3;90
U00832189;990;5;2;7;3;0;1;1;19
U00832239;5280;11;6;46;1;2;2;1;69
U00832744;1420;24;12;102;3;4;9;2;156
U00832810;2800;3;4;8;1;1;1;0;18
U00832868;1830;4;3;9;1;0;2;0;19
U00832880;1470;2;2;5;2;0;0;0;11
U00832885;3460;5;2;7;3;0;1;1;19
U00833015;1080;7;6;11;1;2;1;1;29
U00833065;1270;3;4;6;0;1;1;0;15
U00833243;3150;5;4;10;0;1;2;0;22
U00833287;1150;6;3;10;3;1;0;0;23
U00833365;970;12;9;21;2;1;3;1;49
U00833441;5190;21;13;89;2;3;5;3;136
U00833458;7550;9;6;44;1;3;3;0;66
U00833520;12610;4;0;17;1;5;3;1;31
U00833620;5100;3;2;4;1;0;1;0;11
U00833830;2760;4;2;5;1;0;1;1;14
U00834020;5230;13;5;14;5;2;2;1;42
U00834159;1230;5;1;6;2;0;0;0;14
U00834189;8010;10;2;33;0;10;6;0;61
U00834210;1140;11;0;30;1;10;6;1;59
U00834422;3730;7;4;11;5;1;1;0;29
U00834499;8910;3;3;6;2;0;0;0;14
U00834501;6760;4;5;10;1;1;1;1;23
U00834529;3880;6;6;15;5;1;0;1;34
U00834583;1260;5;6;11;2;1;2;0;27
U00834720;57290;14;0;42;0;13;8;0;77
U00834743;1090;3;2;5;2;0;0;0;12
U00834952;4090;11;6;47;1;2;4;0;71
U00834969;1580;4;1;18;1;6;4;2;36
U00835001;3280;11;2;33;0;10;6;0;62
U00835038;4040;11;8;20;1;2;3;0;45
U00835072;6520;5;5;8;3;1;1;0;23
U00835094;4950;5;5;10;2;1;1;0;24
U00835196;44830;5;1;26;1;8;4;1;46
U00835217;1740;11;0;30;1;10;7;1;60
U00835256;4860;8;1;24;0;6;4;0;43
U00835270;1210;7;2;10;3;1;1;0;24
U00835372;1190;10;7;50;1;2;5;2;77
U00835472;47930;10;0;37;1;10;7;0;65
U00835518;970;8;8;17;1;1;3;0;38
U00835548;20740;7;7;15;1;0;3;0;33
U00835555;1790;3;2;6;2;0;1;1;15
U00835632;980;6;4;9;2;0;0;0;21
U00835684;2600;8;4;15;1;1;2;0;31
U00835943;1200;4;5;10;1;1;1;0;22
U00835990;3170;20;14;83;4;1;7;3;132
U00836102;860;4;1;5;2;1;1;0;14
U00836161;1210;5;1;18;0;5;4;0;33
U00836337;1590;3;4;8;3;1;0;0;19
U00836339;5020;5;1;5;2;0;0;0;13
U00836391;2810;6;7;17;2;1;2;1;36
U00836639;1390;5;5;12;1;1;3;0;27
U00836672;12880;3;5;11;0;1;2;1;23
U00836687;1480;6;2;12;4;0;0;1;25
U00836692;1040;7;1;32;1;8;7;1;57
U00836724;8600;4;2;19;1;6;4;1;37
U00836736;2080;12;7;53;0;2;3;0;77
U00836807;6090;9;0;32;0;10;6;1;58
U00836838;3240;8;6;34;1;1;2;1;53
U00836889;5430;6;7;14;1;1;3;0;32
U00836935;1660;4;4;7;1;1;2;0;19
U00837058;1000;13;5;48;1;3;3;1;74
U00837115;940;3;1;6;1;0;0;0;11
U00837306;1380;5;4;9;1;1;1;0;21
U00837533;2670;3;3;7;0;0;1;0;14
U00837698;2770;4;5;10;1;0;2;1;23
U00837751;1300;6;2;9;3;1;0;0;21
U00837834;1190;4;1;8;3;1;1;0;18
U00837909;1190;5;4;11;1;2;2;0;25
U00837955;1220;8;3;27;0;8;6;1;53
U00838077;1500;5;3;8;1;0;1;0;18
U00838299;2700;4;3;8;2;1;2;0;20
U00838313;3000;5;2;7;2;0;1;0;17
U00838420;1640;5;10;16;1;2;2;1;37
U00838786;32610;10;1;37;1;10;7;2;68
U00838956;5580;5;4;11;1;1;2;1;25
U00839006;2730;7;1;31;1;10;4;0;54
U00839024;2620;4;5;9;0;1;1;0;20
U00839222;28770;6;1;18;1;6;4;1;37
U00839239;79720;16;7;68;2;2;5;0;100
U00839251;2250;9;3;11;4;0;2;0;29
U00839273;9120;6;5;11;1;1;2;0;26
U00839404;2550;14;10;52;0;1;4;1;82
U00839625;970;8;4;8;4;1;0;0;25
U00840340;0;4;2;4;1;0;0;0;11
U00840400;21730;5;6;10;1;1;2;0;25
U00840442;4040;6;1;26;2;7;4;1;47
U00840515;36730;4;4;9;1;1;2;0;21
U00840535;1240;3;4;9;1;1;1;0;19
U00840642;1260;5;2;7;3;0;1;0;18
U00840658;1360;9;9;19;2;1;2;1;43
U00840773;7670;19;9;71;1;4;6;1;111
U00840919;940;4;3;8;1;1;1;0;18
U00841113;1440;3;2;4;2;0;0;0;11
U00841151;1540;5;0;19;0;5;3;0;32
U00841307;1070;4;2;6;3;0;1;0;16
U00841518;3590;7;2;33;1;9;6;2;60
U00841648;1270;6;3;9;3;0;0;0;21
U00841684;2160;9;3;32;0;9;6;2;61
U00841710;1280;8;2;42;1;13;7;1;74
U00841736;2990;4;1;5;2;0;1;0;13
U00841775;4670;7;10;18;1;1;3;1;41
U00841800;10940;9;1;30;0;9;6;2;57
U00841827;20520;8;0;23;0;8;4;1;44
U00842033;5530;6;2;7;3;0;0;1;19
U00842044;970;5;6;14;1;1;1;1;29
U00842060;1670;12;10;59;0;2;5;2;90
U00842064;1750;9;5;48;1;1;4;0;68
U00842365;1710;9;6;47;0;2;2;0;66
U00842549;2170;6;8;19;1;1;3;1;39
U00842623;1840;12;0;33;0;11;8;1;65
U00842689;5160;9;7;18;1;1;2;0;38
U00842770;2760;14;6;54;0;2;3;0;79
U00842830;1160;3;2;7;1;1;1;0;15
U00842844;2300;4;1;16;0;5;3;1;30
U00842890;33650;3;3;9;1;1;1;0;18
U00842978;14720;4;2;17;0;6;4;0;33
U00842996;3240;7;3;10;3;1;2;0;26
U00843001;1480;6;7;16;1;0;3;1;34
U00843231;1260;9;8;18;1;0;3;2;41
U00843252;5540;4;2;4;2;0;0;0;12
U00843441;2890;3;3;5;2;0;0;0;13
U00843453;3580;3;1;8;2;1;0;0;15
U00843536;3440;15;1;41;1;12;9;2;81
U00843600;1450;4;4;10;2;1;1;0;22
U00843663;1080;6;6;14;1;1;2;0;30
U00843757;10110;8;7;19;3;2;3;1;43
U00843847;1090;3;3;8;1;1;1;0;17
U00843850;3610;10;0;47;2;13;10;1;83
U00843940;2420;10;7;19;2;3;3;1;45
U00844081;1060;4;2;7;3;0;0;0;16
U00844122;3980;4;4;9;3;1;0;0;21
U00844136;1370;4;5;10;2;1;1;0;23
U00844186;3090;3;1;4;1;0;1;1;11
U00844240;950;3;2;7;2;0;0;0;14
U00844396;2140;2;3;5;2;0;0;0;12
U00844482;1120;3;2;6;2;1;0;0;14
U00844484;11330;20;10;81;0;4;4;1;120
U00844601;1330;4;1;9;3;0;1;0;18
U00844688;1000;4;4;11;1;1;2;0;23
U00844810;7430;8;0;32;1;10;4;1;56
U00844836;6560;4;7;14;0;2;2;0;29
U00844842;3830;8;9;19;3;1;3;0;43
U00844959;1310;3;3;7;1;0;2;0;16
U00844995;34690;8;7;40;0;1;2;1;59
U00845049;2490;7;5;7;4;0;2;1;26
U00845258;18740;7;10;19;2;1;3;0;42
U00845546;1600;10;7;43;1;1;3;1;66
U00846229;21460;9;2;26;0;8;5;2;52
U00846322;2340;4;1;6;2;0;1;1;15
U00846356;23780;6;5;35;0;1;3;0;50
U00846439;6960;4;3;7;0;1;1;0;16
U00846643;1690;16;10;76;3;3;5;2;115
U00846661;1500;4;4;7;3;2;0;1;21
U00846983;1960;16;12;77;3;2;5;0;115
U00847093;18360;6;0;30;0;9;5;1;51
U00847174;1990;19;11;69;2;4;4;1;110
U00847200;19430;5;6;15;1;1;3;1;32
U00847203;3830;12;14;24;1;2;5;0;58
U00847357;1170;5;5;11;1;1;2;1;26
U00847359;3230;7;5;14;1;2;1;0;30
U00847368;1300;9;6;39;1;2;2;0;59
U00847375;1400;3;2;5;1;0;0;0;11
U00847405;8300;6;5;12;1;1;2;0;27
U00847469;7090;10;2;32;1;9;6;1;61
U00847483;3600;4;2;7;2;1;0;0;16
U00847881;3460;5;2;6;3;1;0;1;18
U00847941;2050;7;8;14;2;1;2;0;34
U00847994;34100;6;6;11;1;1;2;1;28
U00848181;1030;10;0;34;0;11;7;2;64
U00848203;4090;4;4;8;1;1;1;0;19
U00848230;2400;3;3;7;1;1;1;0;16
U00848307;1440;3;3;7;1;0;2;0;16
U00848440;11720;6;4;9;4;2;0;0;25
U00848493;4510;4;2;5;2;1;0;0;14
U00848526;9130;5;3;7;3;1;1;0;20
U00848547;1260;18;7;65;0;2;4;1;97
U00848570;5850;11;6;52;0;1;3;1;74
U00848638;3920;7;7;13;1;0;2;0;30
U00848641;1010;3;3;8;1;1;1;0;17
U00848733;1140;4;4;9;1;1;1;0;20
U00848736;1330;4;4;9;1;1;1;0;20
U00848811;8360;12;8;66;2;3;4;2;97
U00848836;2890;6;1;26;0;8;6;0;47
U00848878;26970;5;4;8;0;1;1;0;19
U00848940;5270;12;7;51;1;2;4;0;77
U00849005;3320;4;3;9;1;1;1;0;19
U00849056;2000;4;3;7;1;1;1;0;17
U00849087;12220;5;6;12;1;0;1;0;25
U00849171;4850;13;5;54;1;2;4;0;79
U00849236;3840;5;5;14;1;1;2;0;28
U00849285;15850;6;6;13;2;1;2;0;30
U00849290;2530;3;0;18;0;5;4;1;31
U00849304;1350;5;1;6;3;1;0;1;17
U00849337;17150;4;0;17;0;5;3;1;30
U00849370;4960;9;7;17;2;2;3;0;40
U00849428;1800;7;4;15;4;0;0;0;30
U00849704;8990;8;0;25;1;7;5;1;47
U00849722;6070;18;7;64;1;5;5;0;100
U00849732;1360;9;7;20;2;1;4;1;44
U00849828;1040;9;5;9;4;0;0;0;27
U00850111;4680;7;8;14;3;2;3;0;37
U00850132;11450;5;3;10;1;0;1;1;21
U00850290;4830;9;3;41;2;1;3;1;60
U00850319;11150;6;8;19;2;1;3;1;40
U00850358;1570;4;1;7;3;0;0;0;15
U00850437;1150;5;3;9;3;1;1;1;23
